,headlines,target,tweets,combined,alpha,combinedBuy,tweetBuy,headlineBuy
0,0.7694845795631409,CSCO,0.3376133834443441,0.5535489815037424,0.5,50,30,50
1,0.19993255138397217,FAST,0.10485941290855408,0.15239598214626313,0.5,10,10,10
2,-0.3986810803413391,FB,0.0534584903717041,-0.1726112949848175,0.5,0,0,0
3,0.3566094398498535,KSU,0.08090995967388154,0.21875969976186752,0.5,20,0,30
4,0.5978945136070252,ADP,-0.013572911024093628,0.29216080129146577,0.5,20,0,50
5,0.7994663715362549,GLW,0.09882341821988423,0.4491448948780696,0.5,40,0,50
6,0.3824180603027344,EXPE,0.53368417263031,0.4580511164665222,0.5,40,50,30
7,0.19987986087799073,MHK,0.10681677565855138,0.15334831826827106,0.5,10,10,10
8,0.19986453056335446,ALGN,-0.03829289858157819,0.08078581599088813,0.5,0,0,10
9,0.19991818666458128,SEE,0.00473218023777008,0.10232518345117568,0.5,10,0,10
