,headlines,target,tweets,combined,alpha,combinedBuy,tweetBuy,headlineBuy
0,0.5989660143852233,CSCO,0.15993334829807282,0.4672562145590782,0.3,40,10,50
1,0.19993255138397217,FAST,-0.02246111390566585,0.13321445179708077,0.3,10,0,10
2,-0.07403959035873413,FB,0.04530140519142151,-0.038237291693687434,0.3,0,0,0
3,0.33496733903884884,KSU,0.06992176294326782,0.2554536662101745,0.3,20,0,30
4,0.5900633692741394,ADP,-0.0067807531356811526,0.4110101325511932,0.3,40,0,50
5,-0.39928245544433594,GLW,0.03288346767425537,-0.2696326785087585,0.3,0,0,0
6,0.5822757959365845,EXPE,0.03250974893569946,0.41734598183631894,0.3,40,0,50
7,0.3993558883666992,MHK,0.09645376741886139,0.3084852520823479,0.3,30,0,30
8,0.2093574047088623,ALGN,0.14645425140857696,0.19048645871877667,0.3,10,10,20
9,0.19991818666458128,SEE,-0.009733485453056563,0.1370226850292899,0.3,10,0,10
