,date,combined,tweet,headline,money
0,2021-10-21,271.8000793457031,56.39915466308594,385.2010345458984,295661.0321044922
1,2021-10-25,26.99981689453125,-161.89971923828125,186.499252319336,261982.399597168
2,2021-10-26,92.72254943847656,-106.98204040527344,269.3263244628906,485076.3413238525
3,2021-10-27,-288.10028076171875,-54.30030822753906,-286.39930725097656,392257.5981140137
4,2021-10-28,761.2010192871094,-216.9004821777344,939.001007080078,530426.9009399414
5,2021-10-29,-1553.5928344726562,-83.09982299804688,-1349.0914916992188,488695.7940673828
6,2021-11-01,311.5010070800781,139.60006713867188,949.9020385742188,301654.09744262695
